"RADSTOCK RECTORY BATH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1388,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,,3.28,2.30,3.73,2.49,2.78,5.68,2.07,1.47,2.33,,
February,,2.37,2.92,2.76,4.59,1.02,1.56,2.06,4.88,2.02,,
March,,3.04,5.47,1.37,3.86,0.86,2.96,2.40,4.28,0.82,,
April,,1.87,0.27,3.60,0.49,2.03,3.80,2.44,3.17,2.64,,
May,,3.38,2.85,4.16,0.21,1.60,2.27,2.54,1.25,3.34,,
June,,2.05,2.46,2.50,0.80,2.82,1.28,3.11,5.36,1.12,,
July,,2.93,2.24,2.13,2.02,3.18,3.38,0.86,4.09,2.56,,
August,,3.37,2.83,3.85,3.67,3.28,3.52,1.35,4.17,1.05,,
September,3.11,6.31,3.64,1.49,0.58,4.25,2.08,2.69,3.96,2.33,,
October,1.02,6.07,1.75,6.14,3.22,1.53,6.17,6.97,4.91,2.40,,
November,6.27,5.54,8.33,2.87,3.94,4.09,2.38,1.98,1.94,2.38,,
December,0.83,4.17,2.79,0.66,0.87,4.25,1.14,5.46,5.37,2.09,,
Total,,44.38,37.85,35.26,26.74,31.69,36.22,33.93,44.85,25.08,,
Calc annual,11.23,44.38,37.85,35.26,26.74,31.69,36.22,33.93,44.85,25.08,,
Difference,NaN,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
