"QUY HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1207,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.92,1.81,1.92,1.40,2.73,1.15,1.81,2.02,3.02,1.44,1.83,
February,0.45,0.33,1.50,2.13,0.94,2.59,2.46,2.74,1.06,0.55,0.49,
March,1.66,0.67,1.29,1.66,0.67,1.59,0.28,1.90,1.36,0.06,1.53,
April,3.35,1.47,2.19,1.15,3.13,1.83,2.72,1.53,1.03,1.29,2.44,
May,1.78,0.74,1.55,1.41,3.86,2.01,1.63,0.49,1.84,1.81,3.16,
June,1.49,0.64,1.26,0.64,1.93,0.54,2.34,2.00,2.87,1.11,1.03,
July,3.48,0.23,4.25,2.05,3.81,2.58,2.45,2.10,2.21,2.01,2.75,
August,1.21,1.09,2.09,2.60,2.78,2.00,1.24,2.38,2.21,0.52,2.22,
September,3.00,1.21,2.12,1.91,2.18,2.91,1.51,3.68,0.68,0.23,4.01,
October,0.51,1.00,0.53,4.11,3.63,2.73,2.36,1.41,2.73,3.08,0.77,
November,0.46,1.63,1.05,1.33,2.28,1.46,3.00,2.68,1.72,4.10,3.93,
December,2.05,1.11,1.39,2.18,1.97,1.45,0.50,2.21,2.33,3.61,2.36,
Total,21.36,11.93,21.14,22.57,29.85,22.84,23.05,25.14,23.06,19.81,26.52,
Calc annual,21.36,11.93,21.14,22.57,29.91,22.84,22.30,25.14,23.06,19.81,26.52,
Difference,-0.00,0.00,-0.00,0.00,-0.06,-0.00,0.75,0.00,-0.00,0.00,0.00,
