"OBAN MILLFORT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,5.16,,,,,,,,,,,
February,7.16,,,,,,,,,,,
March,3.08,,,,,,,,,,,
April,6.17,,,,,,,,,,,
May,3.60,,,,,,,,,,,
June,4.97,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,30.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
