"PEMBROKE DOCKYARD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1960,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,,5.80,3.64,3.25,,,,,,,
February,,,1.13,3.52,1.43,,,,,,,
March,,,0.98,1.34,1.04,,,,,,,
April,,2.53,2.26,1.90,0.20,,,,,,,
May,,1.23,2.27,2.06,,,,,,,,
June,,2.02,3.34,2.64,,,,,,,,
July,,3.41,0.63,3.54,,,,,,,,
August,,2.33,4.74,2.26,,,,,,,,
September,,1.08,2.30,2.43,,,,,,,,
October,,3.55,4.48,3.46,,,,,,,,
November,,3.12,2.03,3.25,,,,,,,,
December,,1.16,4.20,2.15,,,,,,,,
Total,,,34.26,32.19,,,,,,,,
Calc annual,0.00,20.43,34.16,32.19,5.92,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.10,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
