"PEMBROKE DOCKYARD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1960,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,1.96,5.29,,3.27,-999.00,,,,,,,
February,1.41,0.95,,3.39,1.28,,,,,,,
March,0.88,4.32,,1.23,0.93,,,,,,,
April,3.07,,2.19,1.75,0.17,,,,,,,
May,1.52,,2.18,1.94,,,,,,,,
June,0.66,,3.18,2.41,,,,,,,,
July,0.80,,0.56,3.28,,,,,,,,
August,1.84,,4.40,2.10,,,,,,,,
September,2.84,,2.19,2.23,,,,,,,,
October,1.64,,4.25,3.16,,,,,,,,
November,3.18,,8.62,2.99,,,,,,,,
December,2.79,,3.69,2.07,,,,,,,,
Total,22.59,,,29.82,,,,,,,,
Calc annual,22.59,10.56,31.26,29.82,2.38,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
