"PEMBROKE DOCKYARD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1960,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,,5.41,,,,,,,,,
February,,,0.87,,,,,,,,,
March,,,0.60,,,,,,,,,
April,,2.05,,,,,,,,,,
May,,1.04,,,,,,,,,,
June,,2.40,,,,,,,,,,
July,,3.27,,,,,,,,,,
August,,2.12,,,,,,,,,,
September,,0.96,,,,,,,,,,
October,,3.41,,,,,,,,,,
November,,2.31,,,,,,,,,,
December,,1.25,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,18.81,6.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
