"HIGH WICKHAM HASTINGS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,3.82,0.43,1.46,2.94,0.96,3.27,3.44,3.02,3.85,3.41,,
February,0.97,0.97,0.65,0.97,1.18,2.40,2.88,2.22,0.87,2.25,,
March,1.61,2.23,3.19,0.93,2.18,1.27,2.33,2.87,1.21,1.91,,
April,2.17,1.23,0.82,0.55,0.72,0.17,2.11,2.55,1.78,1.49,,
May,3.20,1.19,1.84,2.06,1.85,2.59,0.93,3.13,0.78,4.74,,
June,3.62,4.23,1.05,2.50,1.36,1.46,1.87,0.80,0.60,0.74,,
July,2.39,2.14,1.50,0.57,0.36,1.57,1.81,3.69,3.54,0.30,,
August,3.42,0.91,1.63,2.28,1.58,2.29,2.54,1.45,4.49,1.82,,
September,4.29,3.26,2.20,3.56,2.37,0.06,5.75,0.81,1.13,3.78,,
October,2.00,1.28,5.44,2.49,1.58,9.35,1.07,2.68,2.82,1.39,,
November,2.79,5.45,0.60,1.53,5.06,2.66,1.74,1.70,1.87,2.50,,
December,2.38,1.54,2.44,1.68,0.86,1.56,2.18,1.35,6.94,3.49,,
Total,32.66,24.86,22.82,22.06,20.06,28.65,28.65,26.27,29.88,27.82,,
Calc annual,32.66,24.86,22.82,22.06,20.06,28.65,28.65,26.27,29.88,27.82,,
Difference,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
