"WANDSWORTH, ST.ANN'S HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,2.09,0.67,1.62,2.65,0.88,3.58,,,,,,
February,1.39,1.47,0.39,0.59,0.83,1.79,,,,,,
March,2.01,2.75,3.46,0.82,2.82,0.89,,,,,,
April,1.46,1.14,3.08,0.71,0.84,0.31,,,,,,
May,3.24,1.94,3.70,1.37,2.11,2.92,,,,,,
June,5.84,2.53,2.15,4.03,1.35,2.93,,,,,,
July,2.21,2.09,2.02,0.95,0.70,2.70,,,,,,
August,4.82,0.66,3.79,2.12,1.17,3.56,,,,,,
September,3.36,0.79,2.03,3.48,2.43,0.54,,,,,,
October,1.83,0.93,3.85,1.59,1.25,6.57,,,,,,
November,2.54,4.99,1.27,1.86,2.72,2.56,,,,,,
December,2.07,1.23,1.67,1.33,0.39,1.14,,,,,,
Total,32.86,21.19,29.03,21.50,17.49,29.49,,,,,,
Calc annual,32.86,21.19,29.03,21.50,17.49,29.49,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
