HENLEY ON THAMES UNKNOWN,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8126,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.29,1.97,4.95,,,,,,,,,
February,2.61,1.22,1.74,,,,,,,,,
March,1.28,1.68,2.39,,,,,,,,,
April,0.49,3.00,1.89,,,,,,,,,
May,0.93,0.22,2.68,,,,,,,,,
June,0.43,2.28,2.86,,,,,,,,,
July,0.75,2.64,2.26,,,,,,,,,
August,2.37,1.34,2.52,,,,,,,,,
September,2.21,5.23,1.31,,,,,,,,,
October,2.91,1.90,4.37,,,,,,,,,
November,1.75,0.65,4.00,,,,,,,,,
December,2.24,1.25,4.36,,,,,,,,,
Total,19.26,23.38,35.33,,,,,,,,,
Calc annual,19.26,23.38,35.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
