"BAMBURGH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR278,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,1.53,1.17,2.80,1.59,,,,,,,,
February,2.78,2.31,2.75,1.88,,,,,,,,
March,1.17,0.93,3.11,1.99,,,,,,,,
April,0.40,3.53,2.24,0.75,,,,,,,,
May,1.19,1.37,1.98,1.99,,,,,,,,
June,1.25,1.19,1.24,1.03,,,,,,,,
July,1.07,2.82,2.88,2.90,,,,,,,,
August,1.03,1.12,2.89,2.96,,,,,,,,
September,0.84,2.75,4.64,2.85,,,,,,,,
October,2.35,2.26,6.99,3.21,,,,,,,,
November,4.00,1.72,4.43,1.23,,,,,,,,
December,4.96,1.46,3.91,0.72,,,,,,,,
Total,22.57,22.63,39.86,23.10,,,,,,,,
Calc annual,22.57,22.63,39.86,23.10,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
