"SLOUGH UPTON PARK",,,,,,,,,,,,
Grid ref,SU979792,Long,-0.590897,Lat,51.503266,,,,,,,
Station no,994,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,3.75,,,,,
February,,,,,,,1.89,,,,,
March,,,,,,,1.44,,,,,
April,,,,,,,0.57,,,,,
May,,,,,,,3.14,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,2.71,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,13.50,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
